timestamp,service,status_code,response_time_ms,cpu_percent,memory_percent,healthy
2026-08-09 18:24:02,product-service,200,90.38,27.6,93.2,True
2026-08-09 18:24:08,product-service,200,121.86,12.0,93.1,True
2026-08-09 18:24:13,product-service,200,122.03,22.5,92.9,True
2026-08-09 18:24:18,product-service,200,105.1,43.7,93.0,True
2026-08-09 18:24:23,product-service,200,94.69,31.5,93.5,True
2026-08-09 18:24:29,product-service,200,128.57,28.6,93.5,True
2026-08-09 18:24:34,product-service,200,77.25,40.5,93.1,True
2026-08-09 18:24:39,product-service,200,103.17,19.7,93.0,True
2026-08-09 18:24:44,product-service,200,130.37,76.2,94.7,True
2026-08-09 18:24:50,product-service,200,132.07,18.5,95.0,True
2026-08-09 18:24:55,product-service,200,161.52,32.3,95.4,True
2026-08-09 18:25:00,product-service,200,130.34,19.5,95.3,True
2026-08-09 18:25:05,product-service,200,126.51,27.4,95.3,True
2026-08-09 18:25:11,product-service,200,102.29,32.5,95.6,True
2026-08-09 18:25:16,product-service,200,121.54,21.8,95.2,True
2026-08-09 18:25:21,product-service,200,144.22,40.0,95.2,True
2026-08-09 18:25:26,product-service,200,134.97,30.1,95.4,True
2026-08-09 18:25:32,product-service,200,134.05,51.4,95.9,True
2026-08-09 18:25:37,product-service,200,91.08,28.2,95.8,True
2026-08-09 18:25:42,product-service,200,141.03,25.6,95.9,True
2026-08-09 18:25:47,product-service,200,108.81,43.2,95.8,True
2026-08-09 18:25:53,product-service,200,131.75,37.5,96.8,True
2026-08-09 18:25:58,product-service,200,111.45,43.2,97.1,True
2026-08-09 18:26:03,product-service,200,132.3,32.4,96.7,True
2026-08-09 18:26:08,product-service,200,132.23,54.2,96.5,True
2026-08-09 18:26:14,product-service,200,129.48,31.9,96.1,True
2026-08-09 18:26:19,product-service,200,128.47,54.8,95.9,True
2026-08-09 18:26:24,product-service,200,122.38,50.0,95.8,True
2026-08-09 18:26:29,product-service,200,121.91,36.5,95.6,True
2026-08-09 18:26:35,product-service,200,100.55,58.1,95.9,True
2026-08-09 18:26:40,product-service,200,146.89,29.1,95.9,True
2026-08-09 18:26:45,product-service,200,108.3,33.8,95.4,True
2026-08-09 18:26:50,product-service,200,106.66,31.2,95.3,True
2026-08-09 18:26:56,product-service,200,145.25,39.5,95.3,True
2026-08-09 18:27:01,product-service,200,104.01,24.0,95.1,True
2026-08-09 18:27:06,product-service,200,106.12,41.4,95.2,True
2026-08-09 18:27:12,product-service,200,142.91,58.7,94.1,True
2026-08-09 18:27:17,product-service,200,160.27,48.6,92.6,True
2026-08-09 18:27:22,product-service,200,118.36,21.9,92.4,True
2026-08-09 18:27:27,product-service,200,119.39,28.4,92.4,True
2026-08-09 18:27:33,product-service,200,239.05,40.2,92.6,True
2026-08-09 18:27:38,product-service,200,108.91,29.2,92.6,True
2026-08-09 18:27:43,product-service,200,112.79,37.5,92.6,True
2026-08-09 18:27:48,product-service,200,108.88,46.4,92.6,True
2026-08-09 18:27:54,product-service,200,126.13,23.9,92.3,True
2026-08-09 18:27:59,product-service,200,144.53,32.4,92.4,True
2026-08-09 18:28:04,product-service,200,115.14,61.4,92.2,True
2026-08-09 18:28:09,product-service,200,118.34,24.3,92.2,True
2026-08-09 18:28:15,product-service,200,105.76,46.1,92.3,True
2026-08-09 18:28:20,product-service,200,116.33,10.7,92.0,True
2026-08-09 18:28:25,product-service,200,162.67,38.7,92.3,True
2026-08-09 18:28:31,product-service,200,138.13,52.7,93.1,True
2026-08-09 18:28:36,product-service,200,124.05,51.9,93.9,True
2026-08-09 18:28:41,product-service,200,98.69,59.1,93.7,True
2026-08-09 18:28:46,product-service,200,128.08,45.2,93.8,True
2026-08-09 18:28:52,product-service,200,119.9,77.8,94.0,True
2026-08-09 18:28:57,product-service,200,126.19,12.0,93.5,True
2026-08-09 18:29:02,product-service,200,101.26,18.6,93.3,True
2026-08-09 18:29:07,product-service,200,85.7,31.5,94.2,True
2026-08-09 18:29:12,product-service,200,67.94,19.2,93.4,True
2026-08-09 18:29:18,product-service,200,59.51,11.1,93.6,True
2026-08-09 18:29:23,product-service,200,63.58,17.8,93.5,True
2026-08-09 18:29:28,product-service,200,48.71,13.9,93.8,True
2026-08-09 18:29:33,product-service,200,60.82,17.9,93.2,True
2026-08-09 18:29:38,product-service,200,43.09,14.1,93.0,True
2026-08-09 18:29:43,product-service,200,65.32,17.8,93.1,True
2026-08-09 18:29:49,product-service,200,59.94,26.4,93.2,True
2026-08-09 18:29:54,product-service,200,69.02,15.1,93.1,True
2026-08-09 18:29:59,product-service,200,48.26,13.8,93.1,True
2026-08-09 18:30:04,product-service,200,49.19,12.2,93.2,True
2026-08-09 18:30:09,product-service,200,65.44,13.2,93.2,True
2026-08-09 18:30:15,product-service,200,63.46,15.9,93.6,True
2026-08-09 18:30:20,product-service,200,60.35,20.2,93.3,True
2026-08-09 18:30:25,product-service,200,66.85,18.1,93.2,True
2026-08-09 18:30:30,product-service,200,56.77,17.1,93.4,True
2026-08-09 18:30:35,product-service,200,49.47,9.7,93.1,True
2026-08-09 18:30:40,product-service,200,62.2,12.0,93.1,True
2026-08-09 18:30:46,product-service,200,65.68,9.5,93.1,True
2026-08-09 18:30:51,product-service,200,61.25,8.0,93.2,True
2026-08-09 18:30:56,product-service,200,57.17,20.0,93.3,True
2026-08-09 18:31:01,product-service,200,62.7,22.2,93.5,True
2026-08-09 18:31:06,product-service,200,40.01,13.7,93.1,True
2026-08-09 18:31:12,product-service,200,49.05,26.7,93.2,True
2026-08-09 18:31:17,product-service,200,51.87,14.5,93.1,True
2026-08-09 18:31:22,product-service,200,57.25,16.5,93.2,True
2026-08-09 18:31:27,product-service,200,56.34,20.8,93.6,True
2026-08-09 18:31:32,product-service,200,68.24,16.9,93.3,True
2026-08-09 18:31:37,product-service,200,61.99,11.8,93.1,True
2026-08-09 18:31:43,product-service,200,42.34,11.8,93.2,True
2026-08-09 18:31:48,product-service,200,65.89,17.8,93.1,True
2026-08-09 18:31:53,product-service,200,46.18,18.3,93.4,True
2026-08-09 18:31:58,product-service,200,54.16,26.2,93.3,True
2026-08-09 18:32:03,product-service,200,56.63,8.3,92.7,True
2026-08-09 18:32:08,product-service,200,45.4,11.1,92.8,True
2026-08-09 18:32:14,product-service,200,54.86,14.6,91.6,True
2026-08-09 18:32:19,product-service,200,50.09,28.1,91.6,True
2026-08-09 18:32:24,product-service,200,61.39,31.0,91.6,True
2026-08-09 18:32:29,product-service,200,71.39,20.5,92.2,True
2026-08-09 18:32:34,product-service,200,61.22,22.4,91.8,True
2026-08-09 18:32:40,product-service,200,65.78,23.6,92.1,True
2026-08-09 18:32:45,product-service,200,153.36,49.4,92.9,True
2026-08-09 18:32:50,product-service,200,60.23,35.6,93.9,True
2026-08-09 18:32:55,product-service,200,64.95,20.5,93.5,True
2026-08-09 18:33:00,product-service,200,67.28,25.6,92.6,True
2026-08-09 18:33:06,product-service,200,59.56,12.2,92.0,True
2026-08-09 18:33:11,product-service,200,57.05,14.3,92.1,True
2026-08-09 18:33:16,product-service,200,49.67,31.1,92.0,True
2026-08-09 18:33:21,product-service,200,51.12,12.9,91.7,True
2026-08-09 18:33:26,product-service,200,47.03,15.3,91.8,True
2026-08-09 18:33:31,product-service,200,65.15,8.3,92.0,True
2026-08-09 18:33:37,product-service,200,63.84,13.3,91.9,True
2026-08-09 18:33:42,product-service,200,56.66,8.3,93.0,True
2026-08-09 18:33:47,product-service,200,58.07,20.9,92.9,True
2026-08-09 18:33:52,product-service,200,146.17,23.4,92.7,True
2026-08-09 18:33:57,product-service,200,63.75,25.9,92.6,True
2026-08-09 18:34:03,product-service,200,49.33,13.9,92.6,True
2026-08-09 18:34:08,product-service,200,63.0,9.7,92.6,True
2026-08-09 18:34:13,product-service,200,64.66,19.4,92.5,True
2026-08-09 18:34:20,product-service,200,2063.2,13.7,92.9,True
2026-08-09 18:34:27,product-service,200,2050.95,37.8,92.8,True
2026-08-09 18:34:33,product-service,200,69.97,17.6,93.1,True
2026-08-09 18:34:38,product-service,200,165.54,9.2,93.1,True
2026-08-09 18:34:43,product-service,200,57.24,16.7,92.9,True
2026-08-09 18:34:48,product-service,200,63.44,18.8,92.9,True
2026-08-09 18:34:53,product-service,200,59.41,8.3,93.0,True
2026-08-09 18:34:59,product-service,200,57.39,15.6,93.0,True
2026-08-09 18:35:04,product-service,200,53.89,18.1,93.0,True
2026-08-09 18:35:09,product-service,200,58.08,22.2,92.9,True
2026-08-09 18:35:14,product-service,200,54.08,23.9,92.9,True
2026-08-09 18:35:19,product-service,200,169.2,16.9,92.9,True
2026-08-09 18:35:25,product-service,200,158.3,10.7,93.2,True
2026-08-09 18:35:30,product-service,200,55.37,15.8,93.1,True
2026-08-09 18:35:35,product-service,200,44.89,15.2,93.6,True
2026-08-09 18:35:40,product-service,200,51.73,49.3,94.2,True
2026-08-09 18:35:45,product-service,200,63.47,9.5,94.6,True
2026-08-09 18:35:51,product-service,200,57.99,35.1,95.0,True
2026-08-09 18:35:56,product-service,200,73.58,11.3,95.7,True
2026-08-09 18:36:01,product-service,200,64.4,22.2,95.6,True
2026-08-09 18:36:06,product-service,200,68.95,24.7,95.9,True
2026-08-09 18:36:11,product-service,200,52.24,16.7,95.4,True
2026-08-09 18:36:16,product-service,200,62.84,22.2,96.0,True
2026-08-09 18:36:22,product-service,200,65.7,11.1,95.8,True
2026-08-09 18:36:27,product-service,200,45.15,15.5,95.6,True
2026-08-09 18:36:32,product-service,200,56.87,17.1,95.7,True
2026-08-09 18:36:37,product-service,200,55.88,12.7,95.7,True
2026-08-09 18:36:42,product-service,200,51.98,40.5,96.0,True
2026-08-09 18:36:48,product-service,200,55.23,47.6,96.3,True
2026-08-09 18:36:53,product-service,200,57.35,14.7,96.1,True
2026-08-09 18:36:58,product-service,200,48.04,15.4,96.1,True
2026-08-09 18:37:03,product-service,200,56.74,26.4,95.7,True
2026-08-09 18:37:08,product-service,200,69.73,8.9,95.7,True
2026-08-09 18:37:13,product-service,200,54.92,9.7,92.7,True
2026-08-09 18:37:19,product-service,200,164.78,20.0,92.7,True
2026-08-09 18:37:24,product-service,200,153.07,13.5,92.9,True
2026-08-09 18:37:29,product-service,200,58.79,23.5,92.8,True
2026-08-09 18:37:34,product-service,200,52.82,11.1,92.7,True
2026-08-09 18:37:39,product-service,200,64.39,14.1,92.9,True
2026-08-09 18:37:45,product-service,200,59.12,15.5,92.9,True
2026-08-09 18:37:50,product-service,200,175.06,16.4,93.0,True
2026-08-09 18:37:55,product-service,200,72.14,28.2,93.6,True
2026-08-09 18:38:00,product-service,200,151.76,39.7,93.7,True
2026-08-09 18:38:06,product-service,200,51.63,40.5,94.1,True
2026-08-09 18:38:11,product-service,200,50.79,9.7,93.8,True
2026-08-09 18:38:16,product-service,200,62.09,20.9,93.6,True
2026-08-09 18:38:21,product-service,200,49.31,14.1,93.9,True
2026-08-09 18:38:26,product-service,200,70.1,17.5,94.1,True
2026-08-09 18:38:31,product-service,200,45.29,42.9,94.6,True
2026-08-09 18:38:37,product-service,200,67.37,21.7,94.1,True
2026-08-09 18:38:42,product-service,200,54.59,23.3,93.8,True
2026-08-09 18:38:47,product-service,200,58.77,22.5,94.8,True
2026-08-09 18:38:52,product-service,200,42.97,37.6,94.9,True
2026-08-09 18:38:57,product-service,200,82.94,82.2,96.5,True
2026-08-09 18:39:03,product-service,200,42.57,66.7,94.3,True
2026-08-09 18:39:08,product-service,200,56.07,25.3,94.4,True
2026-08-09 18:39:13,product-service,200,40.01,27.8,95.0,True
2026-08-09 18:39:18,product-service,200,55.27,56.2,95.1,True
2026-08-09 18:39:23,product-service,200,45.11,26.0,95.4,True
2026-08-09 18:39:28,product-service,200,51.65,19.4,95.4,True
2026-08-09 18:39:34,product-service,200,73.26,39.0,95.2,True
2026-08-09 18:39:39,product-service,200,66.66,35.7,94.7,True
2026-08-09 18:39:44,product-service,200,56.47,18.3,94.9,True
2026-08-09 18:39:49,product-service,200,149.69,19.3,95.0,True
2026-08-09 18:39:54,product-service,200,57.34,15.4,95.4,True
2026-08-09 18:40:00,product-service,200,49.01,32.4,95.2,True
2026-08-09 18:40:05,product-service,200,54.1,19.8,95.5,True
2026-08-09 18:40:10,product-service,200,50.33,28.6,94.6,True
2026-08-09 18:40:15,product-service,200,152.91,35.9,94.8,True
2026-08-09 18:40:20,product-service,200,63.92,63.0,89.9,True
2026-08-09 18:40:26,product-service,200,60.38,59.7,76.0,True
2026-08-09 18:40:31,product-service,200,74.57,30.6,67.0,True
2026-08-09 18:40:36,product-service,200,65.79,45.2,68.5,True
2026-08-09 18:40:41,product-service,200,157.46,50.0,69.7,True
2026-08-09 18:40:46,product-service,200,67.64,10.7,69.9,True
2026-08-09 18:40:52,product-service,200,47.91,50.7,71.5,True
2026-08-09 18:40:57,product-service,200,54.14,15.8,72.9,True
2026-08-09 18:41:02,product-service,200,60.51,19.4,73.0,True
2026-08-09 18:41:07,product-service,200,49.38,12.5,73.1,True
2026-08-09 18:41:12,product-service,200,43.24,34.9,73.3,True
2026-08-09 18:41:17,product-service,200,56.33,28.6,73.4,True
2026-08-09 18:41:23,product-service,200,56.64,15.3,72.3,True
2026-08-09 18:41:28,product-service,200,36.89,8.6,72.2,True
2026-08-09 18:41:33,product-service,200,59.33,14.5,72.4,True
2026-08-09 18:41:38,product-service,200,49.07,8.2,73.0,True
2026-08-09 18:41:43,product-service,200,52.91,14.1,73.1,True
2026-08-09 18:41:48,product-service,200,41.95,25.0,76.1,True
2026-08-09 18:41:54,product-service,200,57.84,31.5,75.9,True
2026-08-09 18:41:59,product-service,200,47.02,8.3,75.8,True
2026-08-09 18:42:04,product-service,200,54.44,9.5,76.2,True
2026-08-09 18:42:09,product-service,200,47.23,9.7,76.2,True
2026-08-09 18:42:14,product-service,200,60.86,19.7,76.6,True
2026-08-09 18:42:19,product-service,200,40.74,18.1,76.4,True
2026-08-09 18:42:25,product-service,200,36.81,16.4,76.6,True
2026-08-09 18:42:30,product-service,200,51.41,16.7,76.1,True
2026-08-09 18:42:35,product-service,200,48.41,13.3,76.2,True
2026-08-09 18:42:40,product-service,200,61.25,11.1,76.2,True
2026-08-09 18:42:45,product-service,200,50.12,9.2,76.1,True
2026-08-09 18:42:51,product-service,200,50.8,9.2,76.7,True
2026-08-09 18:42:56,product-service,200,35.37,14.6,77.1,True
2026-08-09 18:43:01,product-service,200,51.06,12.3,76.5,True
2026-08-09 18:43:06,product-service,200,49.86,16.9,76.9,True
2026-08-09 18:43:11,product-service,200,61.54,20.0,78.4,True
2026-08-09 18:43:16,product-service,200,65.86,12.7,80.4,True
2026-08-09 18:43:22,product-service,200,47.5,8.3,80.4,True
2026-08-09 18:43:27,product-service,200,48.79,15.9,80.0,True
2026-08-09 18:43:32,product-service,200,49.38,18.9,80.1,True
2026-08-09 18:43:37,product-service,200,53.09,18.1,80.1,True
2026-08-09 18:43:42,product-service,200,36.99,20.2,80.1,True
2026-08-09 18:43:47,product-service,200,35.96,15.3,80.0,True
2026-08-09 18:43:53,product-service,200,51.1,11.4,79.1,True
2026-08-09 18:43:58,product-service,200,51.56,12.9,79.0,True
2026-08-09 18:44:03,product-service,200,54.59,8.3,79.0,True
2026-08-09 18:44:08,product-service,200,158.76,11.4,79.1,True
2026-08-09 18:44:13,product-service,200,66.22,16.2,79.1,True
2026-08-09 18:44:19,product-service,200,144.73,8.6,79.0,True
2026-08-09 18:44:24,product-service,200,65.67,11.3,79.1,True
2026-08-09 18:44:29,product-service,200,37.66,10.5,79.0,True
2026-08-09 18:44:34,product-service,200,52.02,8.5,78.8,True
2026-08-09 18:44:39,product-service,200,55.65,17.7,78.8,True
2026-08-09 18:44:45,product-service,200,51.15,8.3,79.0,True
2026-08-09 18:44:50,product-service,200,149.25,14.9,79.0,True
2026-08-09 18:44:55,product-service,200,50.77,19.2,79.1,True
2026-08-09 18:45:00,product-service,200,57.77,9.0,79.3,True
2026-08-09 18:45:05,product-service,200,39.83,18.2,79.6,True
2026-08-09 18:45:11,product-service,200,45.01,40.0,79.9,True
2026-08-09 18:45:16,product-service,200,42.76,27.8,80.7,True
2026-08-09 18:45:21,product-service,200,37.95,22.1,79.8,True
2026-08-09 18:45:26,product-service,200,53.27,26.4,80.1,True
2026-08-09 18:45:31,product-service,200,42.23,19.0,80.4,True
2026-08-09 18:45:36,product-service,200,51.31,12.5,80.8,True
2026-08-09 18:45:42,product-service,200,59.42,16.7,79.7,True
2026-08-09 18:45:47,product-service,200,45.96,9.7,79.8,True
2026-08-09 18:45:52,product-service,200,37.34,15.3,79.6,True
2026-08-09 18:45:57,product-service,200,43.81,9.7,79.3,True
2026-08-09 18:46:02,product-service,200,55.84,17.8,79.4,True
2026-08-09 18:46:07,product-service,200,66.56,12.3,79.4,True
2026-08-09 18:46:13,product-service,200,59.85,12.7,79.4,True
2026-08-09 18:46:18,product-service,200,53.7,8.2,79.4,True
2026-08-09 18:46:23,product-service,200,44.41,16.4,79.1,True
2026-08-09 18:46:28,product-service,200,61.87,12.0,79.1,True
2026-08-09 18:46:33,product-service,200,39.85,26.4,79.3,True
2026-08-09 18:46:38,product-service,200,53.46,9.5,79.2,True
2026-08-09 18:46:44,product-service,200,61.3,26.4,78.3,True
2026-08-09 18:46:49,product-service,200,65.0,11.0,78.3,True
2026-08-09 18:46:54,product-service,200,48.41,20.2,78.3,True
2026-08-09 18:46:59,product-service,200,64.08,12.0,78.3,True
2026-08-09 18:47:04,product-service,200,62.36,9.4,78.5,True
2026-08-09 18:47:12,product-service,200,2041.24,24.1,78.7,True
2026-08-09 18:47:19,product-service,200,2037.9,14.7,78.6,True
2026-08-09 18:47:26,product-service,200,2048.2,14.5,78.6,True
